CHJO 500 A1 SA.B500EAST_____1VP.VM,CHJO 500 A1 SA.B500EAST_____1VP.VA,CHJO 500 A1 SA.B500EAST_____1VA.VM,CHJO 500 A1 SA.B500EAST_____1VA.VA,CHJO 500 A1 SA.B500EAST_____1VB.VM,CHJO 500 A1 SA.B500EAST_____1VB.VA,CHJO 500 A1 SA.B500EAST_____1VC.VM,CHJO 500 A1 SA.B500EAST_____1VC.VA,CHJO 500 A1 SA.B500WEST_____1VP.VM,CHJO 500 A1 SA.B500WEST_____1VP.VA,CHJO 500 A1 SA.B500WEST_____1VA.VM,CHJO 500 A1 SA.B500WEST_____1VA.VA,CHJO 500 A1 SA.B500WEST_____1VB.VM,CHJO 500 A1 SA.B500WEST_____1VB.VA,CHJO 500 A1 SA.B500WEST_____1VC.VM,CHJO 500 A1 SA.B500WEST_____1VC.VA,CHJO 500 A1 SA.T500BANK3____1IP.IM,CHJO 500 A1 SA.T500BANK3____1IP.IA,CHJO 500 A1 SA.L500G_COULEE_3IP.IM,CHJO 500 A1 SA.L500G_COULEE_3IP.IA,CHJO 500 A1 SA.L500CHFJO_PH_5IP.IM,CHJO 500 A1 SA.L500CHFJO_PH_5IP.IA,CHJO 500 A1 SA.L500SICKLER__1IP.IM,CHJO 500 A1 SA.L500SICKLER__1IP.IA,CHJO 500 A1 SA.L500CHFJO_PH_6IP.IM,CHJO 500 A1 SA.L500CHFJO_PH_6IP.IA,CHJO 500 A1 SA.L500MONROE___1IP.IM,CHJO 500 A1 SA.L500MONROE___1IP.IA
312714.5625,-136.8165984,312147.8438,-136.6977805,313534.5938,103.1477,312462.3438,-16.90249155,312736.75,-136.8225134,312486.875,-136.7631317,313558.4688,103.1707178,312165.1875,-16.87830415,469.8655396,73.07861865,137.1255493,11.2085607,199.1030426,45.66115673,449.0283813,-123.3101999,595.7912598,47.58429553,887.4518433,-130.133272
312709.4063,-137.0320089,312151.6875,-136.9120845,313526.6875,102.9311011,312450.9375,-17.11667775,312731.1563,-137.0377736,312489.25,-136.9778319,313549.0313,102.9542281,312155.5313,-17.09176805,469.8657227,72.86526403,137.2821655,11.02439148,199.063324,45.44109145,449.0120544,-123.533069,595.7036743,47.36342429,887.2886353,-130.3605397
312704.7188,-137.2487172,312154.9375,-137.1277136,313519.8125,102.7132044,312440.4375,-17.33237854,312726.9063,-137.2537305,312490.5313,-137.1929555,313541.375,102.737233,312149.0625,-17.30662019,469.8974915,72.65266073,137.3809509,10.8147115,199.044693,45.21516929,449.182251,-123.761853,595.6792603,47.1460706,887.2261963,-130.5877801
312704.625,-137.4673106,312158.1875,-137.3457742,313519.4063,102.494529,312437.3125,-17.55066626,312726.25,-137.4717502,312491.1875,-137.4104561,313539.5625,102.5196095,312148.4063,-17.52473545,469.9315491,72.43839087,137.3154144,10.62061204,199.0650787,45.00791744,449.4812622,-123.9899266,595.7446899,46.92928381,887.2718506,-130.807439
312710.0313,-137.6865733,312161.0625,-137.5654194,313525.3438,102.2765299,312444.8125,-17.77025514,312731.0625,-137.6909993,312493.2813,-137.6299374,313545.7188,102.3020884,312154.3125,-17.74491172,469.9565125,72.21795334,137.1476746,10.45242717,199.0968018,44.78671835,449.7967529,-124.2066076,595.8199463,46.71268826,887.2962036,-131.0228768
312715.8438,-137.9047295,312161.0313,-137.7847094,313530.9063,102.0602929,312456.625,-17.98870508,312738.0313,-137.9093877,312495.2188,-137.8493367,313554.4688,102.0858378,312164.7813,-17.96400711,470.021637,71.99082223,137.0698853,10.24236983,199.0902405,44.57665247,450.0995789,-124.4085489,595.8287354,46.49545751,887.2189331,-131.2361153
312719.8125,-138.1212055,312158.875,-138.00221,313533.5313,101.8454152,312468.0625,-18.20549016,312744.5938,-138.1262599,312495.1875,-138.0673427,313560.3438,101.8704956,312178.5625,-18.18095612,470.1841736,71.76578799,137.150238,9.99540043,199.0825958,44.36856392,450.3355103,-124.6036328,595.7893066,46.27841117,887.0926514,-131.4486435
312722.8438,-138.3369849,312157.8125,-138.2180303,313536.0625,101.6301139,312475.7188,-18.42156661,312748.8125,-138.3425447,312494.8438,-138.283846,313563.1875,101.654327,312188.7188,-18.39696427,470.3742371,71.55204405,137.2695465,9.777326151,199.1027374,44.15906153,450.3684082,-124.8008067,595.7507324,46.06494727,886.9855957,-131.661035
312726.25,-138.5534746,312159.5938,-138.4346156,313540.9063,101.4133237,312479.4063,-18.63765159,312750.3125,-138.5594168,312494.0938,-138.5005543,313564.6563,101.4367035,312192.4375,-18.61318927,470.4483337,71.34233675,137.4172974,9.583392321,199.1260681,43.94675876,450.3374939,-125.0129524,595.7243652,45.85368269,886.9238892,-131.875462
312728.9688,-138.7711117,312163.4375,-138.6530041,313545.4688,101.1954066,312478.9375,-18.85426934,312750.4688,-138.7770267,312493.9688,-138.7184646,313565.9375,101.2184584,312191.6875,-18.82989068,470.4078674,71.12576511,137.6117706,9.374701013,199.1257935,43.72414241,450.4209595,-125.243239,595.7228394,45.63687541,886.923645,-132.0931948
312730.5625,-138.9885303,312166.8125,-138.8709008,313549.25,100.9777762,312476.6563,-19.07110906,312752.5313,-138.9940901,312497.0313,-138.9356646,313570.6563,101.0010399,312190.1563,-19.04659039,470.3359985,70.90000687,137.7412567,9.152722427,199.110672,43.50066886,450.5861511,-125.4797002,595.6860962,45.41398585,886.9961548,-132.3156404
312732.4375,-139.2047741,312169,-139.0869533,313551.2188,100.7609929,312478.125,-19.28727601,312756.9063,-139.210088,312503.0313,-139.1510888,313577.2813,100.7846048,312190.6563,-19.26285979,470.3071594,70.67760225,137.7537079,8.952263205,199.0891113,43.28953747,450.6976624,-125.7081973,595.5883789,45.1921857,887.0679321,-132.5399574
312733.4063,-139.4201299,312168.9063,-139.301872,313550.4063,100.5449062,312481.9375,-19.50257723,312758.9688,-139.4253619,312506.3125,-139.3656114,313579.6563,100.5686547,312191.0938,-19.47852472,470.3535156,70.4620688,137.7706604,8.78804582,199.0509338,43.08009996,450.7233582,-125.923321,595.5032349,44.99943435,887.0897827,-132.7585098
312731.625,-139.6354995,312166.0313,-139.5169684,313546.3438,100.329441,312483.4375,-19.71845731,312756.8125,-139.640909,312504.1563,-139.5808306,313576,100.3528071,312190.5938,-19.69444408,470.4444275,70.24993678,137.85289,8.658333698,199.0135956,42.84871023,450.7109375,-126.1299752,595.5135498,44.78440292,887.059082,-132.9697539
312727.4063,-139.851634,312163.4063,-139.7332122,313538,100.1141944,312481.9688,-19.93578539,312751.9063,-139.8573304,312498.625,-139.797375,313567.375,100.1366589,312189.8438,-19.91140845,470.5141907,70.03436918,137.9417725,8.50135546,199.0183563,42.60816804,450.7632751,-126.3431181,595.5804443,44.5667965,887.0167236,-133.1854103
312722.8125,-140.0683832,312161.6875,-139.9503302,313529.625,99.89844242,312478.2188,-20.15362233,312746.625,-140.0743664,312493.5313,-140.0149575,313559.4375,99.92016242,312187.2188,-20.12887826,470.5120544,69.80909588,137.9626465,8.266507943,199.0471039,42.38274106,450.8822937,-126.5583237,595.6148682,44.34592868,887.0822144,-133.41067
312720.4688,-140.2849412,312158.7813,-140.1671751,313528.9375,99.68215082,312474.7813,-20.37059182,312744.3125,-140.2908425,312489.9375,-140.2320755,313559.3438,99.70403475,312183.9688,-20.34552332,470.473175,69.58333081,137.9538727,7.978303842,199.0561829,42.16994311,450.9690552,-126.7775454,595.6015015,44.12770072,887.3001099,-133.63511
312719.5938,-140.5008844,312155.0625,-140.38305,313531.375,99.46527866,312473.3125,-20.58619699,312743.8438,-140.5062803,312487.9063,-140.4474041,313562.6563,99.48794805,312181.3125,-20.56089455,470.4448547,69.37684053,138.016922,7.726896532,199.0391998,41.94796879,450.9736023,-127.0068758,595.5878906,43.9137348,887.5410156,-133.8534984
312720.2813,-140.7164589,312156.5,-140.5982283,313532.2188,99.24820158,312473.1563,-20.80116012,312744.375,-140.7211307,312490.0938,-140.6615988,313564,99.27193649,312179.3438,-20.77577913,470.4697876,69.18974116,138.1872864,7.538034117,199.0283508,41.70933564,450.9310303,-127.2350315,595.6378174,43.69877167,887.6287842,-134.0691822
312724.9375,-140.9317191,312164,-140.8134202,313536.5313,99.03201244,312475.375,-21.0161591,312747.25,-140.9358719,312494.5938,-140.8763536,313567.5938,99.05690165,312179.8438,-20.99079007,470.5466309,68.99527884,138.3505554,7.376954351,199.0309296,41.46949013,450.8919678,-127.4451691,595.7383423,43.48210441,887.5645752,-134.2853713
312731.5,-141.1464193,312172.5938,-141.0284892,313543.5313,98.81735325,312479.4063,-21.23106247,312752.7188,-141.150531,312498.8125,-141.0917368,313574.3125,98.84283669,312185.2188,-21.20583687,470.605896,68.77615272,138.4340363,7.190030002,199.0378571,41.25273066,450.8953857,-127.6500338,595.7984009,43.26709347,887.5039673,-134.503992
312735.0313,-141.3604228,312176.875,-141.2428889,313545.375,98.60346588,312483.625,-21.44540064,312756.9375,-141.364999,312502.8438,-141.3065462,313576.3125,98.6284029,312191.9375,-21.42056948,470.6184082,68.54587289,138.4596405,6.956345325,199.0503845,41.05965487,450.8913574,-127.8653896,595.7833252,43.05060379,887.5216064,-134.7245935
312734.75,-141.574276,312176.0625,-141.4563869,313543.6875,98.38920967,312485.5625,-21.65981735,312758.3438,-141.579303,312506.5313,-141.5203585,313575.4688,98.41323145,312193.25,-21.63511938,470.5935974,68.32134408,138.4557953,6.713952584,199.0916595,40.86744311,450.8436584,-128.0786145,595.7756958,42.83215044,887.5338135,-134.9418345
312734.0938,-141.7879789,312175.25,-141.6691746,313544.5313,98.17448902,312483.5,-21.87401037,312758.5313,-141.7931016,312509.75,-141.7332964,313578.1563,98.19822392,312187.9688,-21.84918605,470.5142517,68.10460169,138.3720398,6.516768438,199.1482086,40.66636917,450.8001099,-128.2690128,595.7925415,42.61725219,887.5262451,-135.1281893
312735.875,-142.0010125,312179.0625,-141.8817438,313548.1563,97.96049919,312481.4063,-22.08712935,312760.6875,-142.0061079,312515.1875,-141.9459202,313582.5938,97.98457561,312184.5313,-22.0625253,470.4378052,67.89593258,138.2480011,6.338288337,199.1787262,40.45735172,450.7713928,-128.4505183,595.7964478,42.40896899,887.553833,-135.3392695
312740.8125,-142.2134178,312183.8438,-142.0945725,313555.5313,97.74791638,312484.25,-22.29950384,312765.7813,-142.2185814,312521.375,-142.158626,313586.875,97.7722865,312189.3438,-22.27551451,470.4382019,67.69207875,138.2003326,6.140207729,199.1540985,40.2365761,450.7197571,-128.6510936,595.7698364,42.20532349,887.7111206,-135.5551308
312747.625,-142.4254268,312188.7813,-142.3073465,313563.875,97.53598244,312491.3125,-22.51145998,312772.0313,-142.4307407,312525.6563,-142.3713317,313591.0938,97.56034573,312199.625,-22.48795559,470.494812,67.48438636,138.2732239,5.931176193,199.0843964,40.00386472,450.6440125,-128.8723234,595.7130737,42.00238832,887.9217529,-135.7696124
312753.7813,-142.6374086,312195.25,-142.5197381,313568.1563,97.32402801,312499.0313,-22.72358345,312777,-142.6428044,312528.75,-142.5840238,313594.5938,97.3483913,312207.9375,-22.70009102,470.525116,67.26722049,138.4441223,5.710890212,199.0180817,39.77046691,450.5698242,-129.0932254,595.6268311,41.79510232,888.0732422,-135.9798456
312759.1563,-142.8493903,312201.625,-142.7315559,313570.4688,97.11177305,312506.4688,-22.93606722,312781.6875,-142.8549091,312532.8125,-142.7964837,313599.0625,97.13617732,312213.4688,-22.91227597,470.4912415,67.04285561,138.5958252,5.476298827,198.9735565,39.54959226,450.4841919,-129.3029669,595.5489502,41.58206872,888.1420898,-136.1922508
312762.9688,-143.0610033,312203.3125,-142.9424312,313574.75,96.8996547,312511.9375,-23.14846391,312786.6875,-143.0665357,312535.5625,-143.0076458,313606.0625,96.92367647,312218.75,-23.12413648,470.4595947,66.82515016,138.6574554,5.252116224,198.9371338,39.34144566,450.3684998,-129.511233,595.5022583,41.36807548,888.18573,-136.411377
312763.1563,-143.2725069,312199.375,-143.153484,313576.375,96.68793249,312514.7188,-23.36074277,312789.3438,-143.278053,312534.125,-143.2184391,313610.25,96.7111688,312223.8125,-23.33589454,470.5047607,66.62002592,138.6814728,5.080827886,198.9060669,39.13284485,450.2853394,-129.7242529,595.5040283,41.15727535,888.2525635,-136.6302026
312761.3125,-143.4848438,312196.0625,-143.3659302,313573.7188,96.47578682,312515.2813,-23.57373368,312789.2813,-143.4902806,312532.8125,-143.4303252,313608.4375,96.49877724,312226.9063,-23.54886155,470.5690308,66.416015,138.7423401,4.960254557,198.8930664,38.92031668,450.2452698,-129.9434201,595.5556641,40.95021134,888.3477783,-136.8423209
312762.4063,-143.6978228,312199.9688,-143.5791414,313574.0625,96.26299228,312514.4375,-23.78719929,312790.0625,-143.703164,312536.2188,-143.6435091,313607.0313,96.28662473,312227.0938,-23.76268745,470.5800476,66.19945019,138.7443237,4.836682348,198.9077454,38.71120703,450.2007446,-130.167259,595.5922852,40.74355372,888.4360352,-137.0530186
312765.2188,-143.9101597,312207.6875,-143.7916696,313576.0625,96.05063486,312512.9063,-23.99983504,312790.4063,-143.9155009,312540.5625,-143.856611,313606.2188,96.07512109,312224.6563,-23.97561177,470.5391235,65.98035138,138.6876526,4.670735645,198.9480133,38.50364782,450.186615,-130.3897729,595.583252,40.53183493,888.5255737,-137.2699181
312767.8438,-144.1216633,312214.1875,-144.003542,313575.8438,95.83896047,312514.5313,-24.21133014,312790.5625,-144.1270182,312543.625,-144.0688523,313603.5625,95.86389749,312224.6875,-24.18722298,470.497406,65.77472171,138.7374268,4.489580672,198.9753113,38.28725377,450.1966858,-130.6050468,595.5752563,40.31633563,888.6251831,-137.4858477
312772,-144.3329621,312218.75,-144.2152916,313578.2188,95.62725876,312520.0938,-24.42229419,312793.4375,-144.3381667,312547.125,-144.280151,313604.5625,95.65212065,312228.9375,-24.39807946,470.4833984,65.57568316,138.9615173,4.290282582,198.9586029,38.06661134,450.2051392,-130.8093514,595.616394,40.10361964,888.7099609,-137.6970781
312776.9063,-144.5441515,312221.5938,-144.4266449,313584.4063,95.41558437,312525.6875,-24.63326166,312798.0938,-144.5491376,312550.125,-144.4908077,313610.4375,95.44017988,312234,-24.60885056,470.4667969,65.37174738,139.1929169,4.059956223,198.9138641,37.84860536,450.2511292,-131.0088749,595.6889648,39.89384062,888.7433472,-137.9085818
312779.1563,-144.7552317,312222.75,-144.6374519,313587.25,95.20397144,312528.4688,-24.84452112,312800.7813,-144.7600811,312550.0313,-144.7014235,313615.4688,95.22851231,312237.1875,-24.81984876,470.4443665,65.16464921,139.3207703,3.834940764,198.8938293,37.6273004,450.3305664,-131.2114037,595.750061,39.68384304,888.763855,-138.1211646
312777.5938,-144.9666124,312220.4375,-144.8485184,313584.0313,94.99221509,312529.2813,-25.05626893,312799.6563,-144.9712979,312545.875,-144.91249,313615.0938,95.01702917,312238.25,-25.03138655,470.4322815,64.95436135,139.2767181,3.625043928,198.9387512,37.40029223,450.3974609,-131.4166645,595.7670288,39.47383863,888.7615356,-138.3285291
312774.1563,-145.1781843,312216.6875,-145.0600767,313579.125,94.78071828,312527.7188,-25.26833777,312795.9063,-145.1827059,312540.7813,-145.1239663,313610.5625,94.80573043,312236.5625,-25.24324195,470.3852539,64.73796729,139.1481171,3.424015879,198.9988251,37.17434958,450.5052795,-131.6258596,595.7918701,39.26361224,888.755188,-138.5318912
312774.5,-145.3891962,312215.8438,-145.2712252,313581.6563,94.57000012,312527.125,-25.47983116,312794.875,-145.3937314,312539.0938,-145.3352104,313610.3125,94.59488933,312235.4688,-25.45464313,470.2920532,64.51888215,139.1076202,3.257621799,199.0049286,36.95570839,450.6947937,-131.8440978,595.8547363,39.05254232,888.7594604,-138.7383268
312778.0313,-145.5991152,312216.7813,-145.4812262,313589.5938,94.35998546,312528.6875,-25.68998242,312797.7813,-145.6038144,312540.5625,-145.5453753,313616.0313,94.38467659,312236.9688,-25.66486611,470.2447815,64.29845828,139.1771088,3.100630755,198.9742432,36.7485146,450.802063,-132.0669122,595.881897,38.8426506,888.7926025,-138.9522893
312779.0625,-145.8084469,312216.25,-145.6905031,313593.0938,94.1501279,312528.8438,-25.8991655,312799.875,-145.8133646,312544.0938,-145.7548982,313619,94.17466194,312236.7813,-25.87433435,470.2733459,64.08043181,139.149826,2.896877674,198.9732208,36.5444388,450.6982117,-132.278812,595.8232422,38.63687066,888.8442993,-139.1691615
312775.3438,-146.0180107,312212.375,-145.9000943,313588.9688,93.94017471,312525.75,-26.10869692,312798.125,-146.0231743,312546.875,-145.9649128,313615.75,93.96471558,312232,-26.08414069,470.3003845,63.87601791,139.0529785,2.650332177,199.0062256,36.3343934,450.5030823,-132.4858897,595.7651367,38.43164397,888.8654785,-139.3805831
312770.5313,-146.2283532,312206.9063,-146.1104505,313584.3438,93.72989368,312521.4688,-26.31940314,312795.2813,-146.2335988,312545.4063,-146.1756105,313613.125,93.75444821,312227.5938,-26.29473932,470.2907715,63.68124824,139.0183258,2.381018245,199.002121,36.12233652,450.4604187,-132.7010133,595.7587891,38.22157809,888.8580322,-139.5863221
312767.6563,-146.4392012,312203.6875,-146.3212028,313581.6875,93.51908672,312518.6563,-26.53067626,312794.0625,-146.4443648,312541.6875,-146.3862126,313612.3125,93.5435388,312228.4375,-26.5058212,470.2846375,63.48057045,139.0435333,2.116018432,198.9364777,35.91577452,450.5319214,-132.9179811,595.7822266,38.0063076,888.951416,-139.795121
312767.4063,-146.6495027,312202.7813,-146.5312175,313580.6563,93.3084915,312519.75,-26.7412083,312794.5313,-146.654598,312538.7813,-146.5955579,313612.1563,93.33280697,312232.875,-26.71672549,470.2914734,63.26869798,139.0953522,1.914121028,198.8417511,35.71063321,450.5228882,-133.1240616,595.8136597,37.79369747,889.1785278,-140.0090835
312768.7813,-146.8587114,312201.8438,-146.74003,313582.625,93.09888665,312522.8438,-26.9506441,312795.5938,-146.8637384,312536.9063,-146.8039879,313613.9688,93.12336605,312236.0938,-26.92649596,470.2469482,63.054312,139.2349091,1.796046694,198.79599,35.49213546,450.423645,-133.3269728,595.8264771,37.58758285,889.3733521,-140.2209969
312769.2813,-147.0669912,312202.5313,-146.9481459,313583.6875,92.89046343,312522.6875,-27.15918002,312794.5625,-147.0718816,312536.7188,-147.0125546,313614,92.91532532,312233.25,-27.13451108,470.1218872,62.84515112,139.4271698,1.700038994,198.8144073,35.26464576,450.3792419,-133.536687,595.7947998,37.38319286,889.3798828,-140.4305745
312770.4063,-147.2749431,312207,-147.156453,313584.5,92.68274372,312520.9063,-27.36720367,312793.0313,-147.2797925,312539.8438,-147.221531,313611.9063,92.70768074,312227.5625,-27.34186538,469.961792,62.64123582,139.5637512,1.548608897,198.8413696,35.04263046,450.4383545,-133.7484092,595.722168,37.17508041,889.2207031,-140.6392504
312774.5,-147.4828131,312213.7188,-147.364883,313589.125,92.47524257,312521.75,-27.57504633,312795.125,-147.4879904,312545.4688,-147.4300157,313613.9375,92.49957853,312226.3125,-27.55001539,469.8742981,62.43169245,139.5466614,1.360684673,198.8425598,34.82865771,450.542572,-133.9552273,595.6395874,36.9640822,889.0569458,-140.844361
312779.3125,-147.6903552,312219.7813,-147.5728077,313595.6875,92.26792584,312523.5313,-27.78256285,312799.9063,-147.6960243,312550.5313,-147.6378994,313620,92.29150365,312229.4375,-27.75830884,469.9417725,62.21504568,139.4128418,1.189741794,198.8653259,34.61784051,450.5481262,-134.1523602,595.5747681,36.75387972,888.9622192,-141.0451549
312782.6875,-147.8975558,312225,-147.7799127,313600.0625,92.06043835,312524.0938,-27.98971565,312804.0313,-147.9033615,312554.2813,-147.8452502,313625.8125,92.08394103,312232.3125,-27.96554361,470.099884,62.00027721,139.2830963,1.013471473,198.8998718,34.40710185,450.4069214,-134.3440017,595.529541,36.54623172,888.9101563,-141.2453204
312785.4688,-148.1041827,312228.4688,-147.9858565,313603.7813,91.85324456,312525.2188,-28.19654061,312807.1563,-148.1098108,312556.7188,-148.051481,313631.3438,91.87695215,312233.6875,-28.17175727,470.2055054,61.78953855,139.1961365,0.827915831,198.9010162,34.19387359,450.2322388,-134.5453283,595.5019531,36.34348438,888.8578491,-141.4435462
312788.3438,-148.3099627,312229.375,-148.1910081,313607.5938,91.64717092,312529.125,-28.40272524,312809.8125,-148.3154951,312558.3438,-148.2566462,313634.9375,91.67085802,312236.4375,-28.37762942,470.1783752,61.57955805,139.1196289,0.669199203,198.8513641,33.98128395,450.1395874,-134.7673914,595.479248,36.1418333,888.8225708,-141.6443674
312789.6875,-148.515688,312228,-148.3967607,313609.0313,91.44145929,312533,-28.60846761,312811.0313,-148.5211521,312558.9688,-148.4619344,313633.5625,91.46516687,312240.8125,-28.58369793,470.0869751,61.37147633,139.0682526,0.513354937,198.7699738,33.76935001,450.1350708,-135.0020767,595.4404907,35.93311296,888.8131104,-141.8520188
312789.2813,-148.7218914,312225.375,-148.6034286,313607.4375,91.23535833,312535.9063,-28.81438586,312810.9375,-148.7271506,312558.6563,-148.6679875,313629.5313,91.25932546,312244.9688,-28.78981084,470.0455933,61.1659013,139.1194458,0.310866962,198.7070618,33.55442103,450.1365051,-135.2008489,595.4014282,35.71610077,888.8273315,-142.0637
312787.75,-148.9278079,312222.9688,-148.8097276,313603.75,91.02961937,312537.5,-29.02007359,312809.9375,-148.9328349,312557.9063,-148.8742046,313626.3125,91.05400315,312245.8438,-28.99534489,470.0925903,60.96005306,139.3113403,0.098370579,198.6970215,33.33915055,450.0953064,-135.4024078,595.3851929,35.50220998,888.8657837,-142.2777991
312784.6563,-149.1326316,312219.5313,-149.0148655,313598.4688,90.8253489,312537,-29.22514319,312807.5,-149.1376996,312555.25,-149.0796977,313624.25,90.84985562,312243.25,-29.20025398,470.1558838,60.75304369,139.5226593,-0.068352058,198.7157898,33.12243206,450.0452576,-135.5975053,595.3667603,35.29595535,888.9287109,-142.4920895
312779.9063,-149.3373734,312214.2813,-149.2197165,313593.0938,90.62148142,312533.375,-29.43058162,312804.2813,-149.3426053,312549,-149.2847399,313623.0625,90.64557149,312241.0313,-29.40560704,470.1811523,60.5394705,139.6172943,-0.219434581,198.7145844,32.90351425,450.0315552,-135.7992144,595.3406372,35.0894036,888.9816895,-142.7038936
312776.625,-149.5429484,312211.0313,-149.4252779,313590.7188,90.41648695,312528.9688,-29.63669624,312803,-149.5482077,312543.0938,-149.4900281,313624.5,90.44019454,312241.6563,-29.61171141,470.1672058,60.32565826,139.5949402,-0.428836575,198.697937,32.69736548,450.0367126,-136.0085871,595.3405762,34.87692666,889.0018311,-142.9128974
312779.0938,-149.7487693,312215.1875,-149.6309622,313593.9688,90.21042014,312529.125,-29.84223713,312805.8438,-149.7538646,312544.75,-149.6953982,313629.375,90.23431214,312243.75,-29.81733426,470.143158,60.12670168,139.5773468,-0.709448227,198.7111359,32.50602456,450.0737915,-136.2296803,595.3674927,34.66073068,888.9605103,-143.1200161
312787.125,-149.9535521,312223.375,-149.8355264,313601.5,90.00500903,312537.5,-30.04653833,312811.6875,-149.9585244,312552.7188,-149.8999487,313635.5,90.0294133,312247.0625,-30.02168669,470.1521912,59.93824993,139.6347504,-0.986282091,198.7350159,32.30647717,450.131958,-136.4477409,595.359314,34.44671012,888.9024048,-143.3216843
312797.375,-150.1566546,312232.25,-150.0385879,313609.7188,89.80174943,312551.125,-30.24937446,312819.625,-150.1615996,312563.5,-150.1031195,313640.6563,89.82643374,312255.0938,-30.22464234,470.1993713,59.74964792,139.6582336,-1.204068222,198.7125702,32.0889937,450.1360779,-136.6469502,595.274231,34.23900748,888.838501,-143.5170687
312806.5625,-150.3586779,312242.4375,-150.2409391,313615.0938,89.59996515,312563.2188,-30.45116557,312828.1875,-150.3638552,312574.7813,-150.3057439,313645.25,89.62442406,312264.8125,-30.42668958,470.2475891,59.56308813,139.5464935,-1.369337456,198.6472473,31.86724478,450.0746765,-136.8401353,595.1634521,34.03594937,888.7749023,-143.7110733
312814.9688,-150.5606329,312253.1875,-150.4434679,313621.5313,89.39815356,312571.1563,-30.65256394,312837.0313,-150.5661107,312585.7813,-150.5085732,313653.375,89.42218216,312272.2813,-30.62823139,470.2697144,59.37431536,139.3503876,-1.54782492,198.5920868,31.65429656,450.0135193,-137.045,595.1168213,33.8336016,888.749939,-143.909463
312822.8125,-150.7626699,312262.375,-150.6458327,313629.9688,89.19641026,312577.0938,-30.85444725,312847.0938,-150.7681068,312597.9688,-150.7109381,313664.5,89.22038422,312279.1563,-30.82989614,470.2984314,59.17234667,139.227829,-1.774028192,198.5982208,31.45386807,449.9961853,-137.2559025,595.1712036,33.631609,888.7108154,-144.1142458
312827.0625,-150.9644064,312267.6875,-150.8471867,313634.25,88.99502213,312580.4063,-31.05673014,312854.375,-150.9694061,312608.1875,-150.9121145,313669.5,89.01946055,312285.6875,-31.03158138,470.3181763,58.96802839,139.2146912,-1.995964837,198.6515198,31.26180657,450.068573,-137.4682258,595.265564,33.42973935,888.5368042,-144.3189055
312827.0938,-151.1660336,312267.6875,-151.0480352,313633.4063,88.79338129,312581.2813,-31.25902326,312855.0625,-151.1707737,312609.3125,-151.113004,313666.6563,88.81807925,312289.5938,-31.23323247,470.2748413,58.76769894,139.2422485,-2.191071752,198.665802,31.06831414,450.1815186,-137.6790464,595.3306885,33.22675637,888.3547363,-144.5205874
312823.2188,-151.3680159,312261.9688,-151.2496488,313629.375,88.59128282,312579.3125,-31.4611149,312848.5938,-151.3728927,312599.125,-151.3149317,313659.4688,88.61562561,312287.625,-31.43509871,470.2058411,58.55835364,139.1900482,-2.418809895,198.6445465,30.86738363,450.2704468,-137.8841297,595.3548584,33.02183362,888.3534546,-144.7245505
312817.8125,-151.5703535,312254.75,-151.4522185,313624.6563,88.38890431,312574.875,-31.66303237,312840.7813,-151.575681,312587.3438,-151.5176517,313654,88.4126802,312281.4375,-31.63762407,470.2079468,58.3402657,139.0934448,-2.697047043,198.6550293,30.66268628,450.3802795,-138.0870819,595.4076538,32.81538091,888.4678345,-144.9325434
312816.4375,-151.772732,312253.5938,-151.6547746,313624.5625,88.18645068,312572.25,-31.8650318,312839.8125,-151.77836,312585.9375,-151.7197434,313655.8125,88.20991921,312277.9375,-31.84068217,470.3205261,58.12689742,139.0632324,-2.957044383,198.6814117,30.4586856,450.5209656,-138.2927799,595.505127,32.61135291,888.5333862,-145.1394708
312821,-151.9740313,312258.7188,-151.8558554,313629.9688,87.98495327,312575.2813,-32.06618429,312846.3125,-151.9795911,312593.4688,-151.9200728,313663.8438,88.00861987,312282,-32.04257915,470.4673767,57.92520194,139.0483093,-3.176234972,198.6583557,30.25282029,450.5859375,-138.494612,595.5633545,32.41376237,888.5028076,-145.3442126
312828.5938,-152.1741422,312267.0625,-152.0552013,313637.0313,87.78446672,312582.7188,-32.26653422,312855.125,-152.1793878,312603.1875,-152.1192821,313672.125,87.80872072,312290.375,-32.24272077,470.5740051,57.73864215,138.9573059,-3.396565562,198.6084747,30.04506984,450.5641479,-138.6912531,595.5420532,32.21910881,888.4321289,-145.5471238
312837.625,-152.3733651,312276.75,-152.25355,313645.25,87.58483395,312591.875,-32.46606454,312863.5,-152.3783922,312611.6875,-152.3181499,313680.4063,87.60955924,312298.75,-32.44155441,470.6202698,57.56061327,138.8959961,-3.628707898,198.5885315,29.84537901,450.5160828,-138.8844382,595.5036621,32.02345462,888.3117065,-145.7482592
312846.9375,-152.5718641,312286.6875,-152.4519533,313655.9063,87.38626669,312599.25,-32.66442348,312870.7813,-152.5768638,312619.125,-152.5168128,313688.3125,87.41090319,312305.1563,-32.63950353,470.6459351,57.36665639,138.8619995,-3.844036868,198.6141815,29.65621692,450.4929199,-139.0737437,595.4746094,31.82804632,888.0609131,-145.944272
