DateTime (ISO 8601),SUBSTATION900.500VP.VM,SUBSTATION900.500VP.VA,SUBSTATION901.500VP.VM,SUBSTATION901.500VP.VA,SUBSTATION911.500VP.VM,SUBSTATION911.500VP.VA,SUBSTATION919.500VP.VM,SUBSTATION919.500VP.VA,SUBSTATION902.500VP.VM,SUBSTATION902.500VP.VA,SUBSTATION923.500VP.VM,SUBSTATION923.500VP.VA,SUBSTATION910.500VP.VM,SUBSTATION910.500VP.VA,SUBSTATION916.500VP.VM,SUBSTATION916.500VP.VA,BREAKER4730.500IP.IM,BREAKER4730.500IP.IA,BREAKER4598.500IP.IM,BREAKER4598.500IP.IA,BREAKER4594.500IP.IM,BREAKER4594.500IP.IA,BREAKER4724.500IP.IM,BREAKER4724.500IP.IA,BREAKER4588.500IP.IM,BREAKER4588.500IP.IA,BREAKER4586.500IP.IM,BREAKER4586.500IP.IA,BREAKER4731.500IP.IM,BREAKER4731.500IP.IA,BREAKER4728.500IP.IM,BREAKER4728.500IP.IA,BREAKER4732.500IP.IM,BREAKER4732.500IP.IA,TRANSFORMER1419.500IP.IM,TRANSFORMER1419.500IP.IA,SUBSTATION.L500SUBSTATION1IP.IM,SUBSTATION.L500SUBSTATION1IP.IA,SUBSTATION.L500SUBSTATION2IP.IM,SUBSTATION.L500SUBSTATION2IP.IA,SUBSTATION.L500SUBSTATION3IP.IM,SUBSTATION.L500SUBSTATION3IP.IA,SUBSTATION.L500SUBSTATION4IP.IM,SUBSTATION.L500SUBSTATION4IP.IA,SUBSTATION.L500SUBSTATION5IP.IM,SUBSTATION.L500SUBSTATION5IP.IA
2017-01-01T08:00:42.200,312855.875,-153.972203,312881.75,-153.97749,313020.5097,-154.354041,314864.0097,-153.725774,311404.674,-153.645827,312325.3428,-154.099722,315230.2326,-153.727419,313108.071,-154.297905,1307.367266,-132.14456,1883.17284,-137.816396,1019.035582,-129.552614,397.716003,28.32337,198.858002,28.32337,646.944556,36.089208,941.970398,55.970514,470.985199,55.970514,423.835379,72.689567,470.985199,55.97051449,138.2036133,-5.943059014,886.895813,-147.3220714,450.7120667,-140.4928931,596.3712056,29.67085462,198.8580017,28.32337039
2017-01-01T08:00:42.240,312857.2813,-154.171918,312881.8125,-154.177327,312928.6297,-154.420986,310235.2095,-153.9281,315014.9187,-154.014666,310831.7065,-153.905959,312097.41,-154.494291,315708.5682,-154.383282,1307.336583,-132.340091,1883.192902,-138.00921,1019.24716,-129.74481,397.772766,28.125652,198.886383,28.125652,646.998128,35.897651,941.89679,55.777668,470.948395,55.777668,423.9839,72.49008,470.9483948,55.77766752,138.1089478,-6.205764738,886.7174683,-147.5195185,450.7418518,-140.6814883,596.4005946,29.48503842,198.8863831,28.12565179
2017-01-01T08:00:42.280,312859.2188,-154.372548,312882.3438,-154.377793,312969.6975,-154.370915,315165.5499,-154.207327,314506.0641,-154.567009,312586.3703,-154.515063,314899.8175,-154.50464,313677.2936,-154.044811,1307.293936,-132.533077,1883.328036,-138.200625,1019.52814,-129.933202,397.737305,27.940339,198.868652,27.940339,647.077018,35.716215,941.861267,55.581177,470.930634,55.581177,424.133841,72.285157,470.9306335,55.58117664,138.0100861,-6.464724957,886.5996094,-147.7183453,450.8406067,-140.8622834,596.5618732,29.30097972,198.8686523,27.94033851
2017-01-01T08:00:42.320,312859.4375,-154.573847,312882.1563,-154.57882,312896.8939,-154.808492,310890.7288,-154.221035,311352.7676,-154.904108,315421.2951,-154.596051,310689.0385,-154.64504,313485.1158,-154.184064,1307.290374,-132.728566,1883.503848,-138.398653,1019.90172,-130.13245,397.702728,27.758787,198.851364,27.758787,647.24744,35.526998,941.843506,55.379529,470.921753,55.379529,424.275326,72.068254,470.9217529,55.37952896,137.8675842,-6.718136928,886.4106445,-147.9205326,451.022522,-141.056534,596.7549639,29.10142787,198.8513641,27.75878696
2017-01-01T08:00:42.360,312859.875,-154.77486,312883,-154.779736,312708.4177,-154.50608,314974.713,-154.570126,314083.9382,-154.724209,313014.2792,-154.678636,313486.6528,-154.381507,310034.5706,-154.65016,1307.334316,-132.932144,1883.628575,-138.60449,1020.252316,-130.346006,397.744904,27.566713,198.872452,27.566713,647.471721,35.32593,941.812622,55.172458,470.906311,55.172458,424.335744,71.839531,470.906311,55.17245812,137.69133,-6.942559015,886.1578369,-148.1234985,451.2196655,-141.2626691,596.8510574,28.89216584,198.8724518,27.5667135
2017-01-01T08:00:42.400,312860,-154.97508,312884.7188,-154.979902,313146.7248,-154.836708,315016.191,-154.859767,310357.9302,-154.932692,315100.617,-155.081175,314974.748,-154.589712,311145.3848,-155.0332,1307.339288,-133.138745,1883.638807,-138.806433,1020.412096,-130.556095,397.816162,27.36425,198.908081,27.36425,647.511249,35.126298,941.741089,54.966275,470.870544,54.966275,424.381638,71.611648,470.8705444,54.96627519,137.5080261,-7.167630397,885.9714966,-148.3195522,451.2260742,-141.4604987,596.8231837,28.69998093,198.9080811,27.36424962
2017-01-01T08:00:42.440,312858.7188,-155.174412,312884.8125,-155.179179,313141.5572,-155.560995,312938.6719,-155.11473,314238.2847,-155.09206,311789.9078,-154.982712,311748.0726,-155.399367,311972.8587,-154.89716,1307.302933,-133.337773,1883.628336,-138.996327,1020.458162,-130.748304,397.817017,27.162981,198.908508,27.162981,647.319686,34.933267,941.711548,54.768422,470.855774,54.768422,424.583857,71.40273,470.8557739,54.76842169,137.381485,-7.446997087,885.9047241,-148.5079289,451.039978,-141.6485065,596.7826001,28.52996823,198.9085083,27.16298102
2017-01-01T08:00:42.480,312856.7188,-155.373676,312881.8438,-155.378717,312688.8687,-155.387802,313006.9627,-155.54829,313779.8982,-155.648458,315152.1642,-155.05368,312268.9493,-155.477644,314331.3645,-155.474624,1307.281667,-133.534484,1883.698159,-139.182697,1020.588028,-130.936044,397.780426,26.964436,198.890213,26.964436,647.159041,34.740951,941.728821,54.571548,470.86441,54.571548,424.86406,71.201114,470.8644104,54.57154832,137.2970734,-7.752568651,885.8424683,-148.6946116,450.9017639,-141.8373612,596.7976294,28.36720858,198.890213,26.96443596
2017-01-01T08:00:42.520,312853.8438,-155.57376,312876.3438,-155.579265,312861.0853,-155.878984,312044.4394,-155.948527,315280.8019,-155.183363,313010.7372,-155.19389,312319.751,-155.820239,313028.7352,-155.763582,1307.308656,-133.733908,1883.829543,-139.374801,1020.847647,-131.131957,397.747223,26.771536,198.873612,26.771536,647.159062,34.54953,941.763977,54.368514,470.881988,54.368514,425.074398,70.986516,470.8819885,54.36851411,137.1808472,-8.02845536,885.7041016,-148.886253,450.9190674,-142.0285519,596.8484188,28.19226034,198.8736115,26.77153605
2017-01-01T08:00:42.560,312849.9375,-155.774376,312871.9688,-155.779949,312846.3037,-156.040069,315519.478,-156.067305,312040.5377,-155.901151,315462.2219,-155.488664,313338.0183,-156.031245,314160.1364,-156.077151,1307.397774,-133.933741,1883.941722,-139.573863,1021.155695,-131.335264,397.724548,26.584193,198.862274,26.584193,647.231008,34.354861,941.832153,54.162604,470.916077,54.162604,425.243967,70.76276,470.9160767,54.1626044,137.0343475,-8.280772793,885.498291,-149.0855306,450.9970703,-142.2272147,596.8677932,27.99446694,198.8622742,26.5841925
