1310.434245,110.500074,1888.386774,104.780910,1022.720374,113.075262,401.512177,-88.760986,200.756088,-88.760986,649.304337,-81.205891,940.766724,-61.406522,470.383362,-61.406522,424.832111,-44.775471
1310.628341,110.271036,1888.290861,104.554816,1022.631068,112.853750,401.629395,-88.987188,200.814697,-88.987188,649.290041,-81.428485,940.845642,-61.635019,470.422821,-61.635019,424.768189,-44.992254
1310.598016,110.044317,1888.239913,104.329261,1022.615674,112.630805,401.714813,-89.201492,200.857407,-89.201492,649.402710,-81.642166,940.699768,-61.863796,470.349884,-61.863796,424.600926,-45.216787
1310.443390,109.814682,1888.321676,104.097499,1022.689741,112.393591,401.719299,-89.416820,200.859650,-89.416820,649.585301,-81.858355,940.496643,-62.097409,470.248321,-62.097409,424.381115,-45.469033
1310.419677,109.583692,1888.494832,103.864394,1022.844484,112.153242,401.736664,-89.636131,200.868332,-89.636131,649.799686,-82.081232,940.420166,-62.332142,470.210083,-62.332142,424.234350,-45.721625
1310.649056,109.357066,1888.810641,103.634619,1023.080502,111.917602,401.844391,-89.861876,200.922195,-89.861876,650.034745,-82.313331,940.548706,-62.558058,470.274353,-62.558058,424.239884,-45.954818
1310.983460,109.132308,1889.148764,103.403714,1023.273596,111.680563,401.976563,-90.095618,200.988281,-90.095618,650.209886,-82.552079,940.791260,-62.778577,470.395630,-62.778577,424.289209,-46.185549
1311.137373,108.899085,1889.357624,103.172670,1023.333494,111.441224,401.993927,-90.339477,200.996963,-90.339477,650.290459,-82.782338,940.962463,-63.008598,470.481232,-63.008598,424.218710,-46.432694
1311.081497,108.658390,1889.388154,102.945721,1023.311874,111.206919,401.915100,-90.583526,200.957550,-90.583526,650.320413,-82.999953,940.987976,-63.249744,470.493988,-63.249744,424.062326,-46.684114
1310.848771,108.416049,1889.250330,102.718998,1023.205966,110.975111,401.786346,-90.816558,200.893173,-90.816558,650.328999,-83.211106,940.841980,-63.497222,470.420990,-63.497222,423.818491,-46.935390
1310.634118,108.176875,1889.145141,102.486386,1023.099631,110.739761,401.659607,-91.037378,200.829804,-91.037378,650.387854,-83.425423,940.683044,-63.745063,470.341522,-63.745063,423.531313,-47.186659
1310.692534,107.942691,1889.250448,102.248147,1023.106381,110.497126,401.647430,-91.260377,200.823715,-91.260377,650.502263,-83.654333,940.715759,-63.984331,470.357880,-63.984331,423.353185,-47.437497
1311.010223,107.710748,1889.417394,102.006736,1023.131020,110.246470,401.764954,-91.496859,200.882477,-91.496859,650.576201,-83.904236,940.940430,-64.213989,470.470215,-64.213989,423.311317,-47.684426
1311.231368,107.473396,1889.451309,101.765964,1022.993950,109.993655,401.830505,-91.745813,200.915253,-91.745813,650.523824,-84.159750,941.138428,-64.447001,470.569214,-64.447001,423.244660,-47.931111
1311.098726,107.235459,1889.337455,101.528099,1022.688594,109.748881,401.701202,-91.999766,200.850601,-91.999766,650.378811,-84.404144,941.173523,-64.681338,470.586762,-64.681338,423.076116,-48.172422
1310.770032,107.001733,1889.175500,101.290308,1022.388508,109.511743,401.474030,-92.245673,200.737015,-92.245673,650.230375,-84.631453,941.089111,-64.913981,470.544556,-64.913981,422.851853,-48.418356
1310.655359,106.767186,1889.035761,101.051459,1022.242805,109.273107,401.389404,-92.476964,200.694702,-92.476964,650.138652,-84.851996,941.040283,-65.151146,470.520142,-65.151146,422.669597,-48.679374
1310.862510,106.525835,1889.008951,100.813979,1022.224500,109.030462,401.503815,-92.709511,200.751907,-92.709511,650.106877,-85.080236,941.115417,-65.394410,470.557709,-65.394410,422.581853,-48.941520
